,audio_key,chord_progressions,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
4151,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid,8,80,cinematic,accompaniment,acoustic_piano,standard,4/4,29,44,train,commu04152
4152,cmajor,"[['Am', 'Am', 'Am', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'E7', 'E7', 'E7', 'Am', 'Am', 'Am', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'D7', 'D7', 'D7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'E7', 'E7', 'E7', 'Am7', 'Am7', 'Am7', 'Am', 'Am', 'Am']]",mid_high,8,65,cinematic,main_melody,string_ensemble,standard,6/8,101,114,train,commu04153
4153,cmajor,"[['C', 'C', 'C', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'C', 'C', 'C', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4', 'C', 'C', 'C', 'G', 'G', 'G', 'C7', 'C7', 'C7', 'F', 'F', 'F', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'F#m7b5', 'G', 'C', 'C', 'C', 'C']]",mid_high,8,65,cinematic,sub_melody,string_ensemble-2,standard,6/8,101,102,train,commu04154
4154,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,125,cinematic,sub_melody,celesta,standard,4/4,71,72,train,commu04155
4155,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]",mid_low,4,100,newage,accompaniment,acoustic_piano,standard,4/4,45,56,train,commu04156
4156,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid,8,80,cinematic,riff,string_ensemble,standard,4/4,53,97,train,commu04157
4157,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_low,4,45,newage,pad,synth_pad,standard,4/4,69,70,train,commu04158
4158,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7']]",mid_low,8,90,cinematic,accompaniment,string_ensemble,triplet,4/4,81,108,train,commu04159
4159,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid,8,80,cinematic,accompaniment,string_ensemble,standard,4/4,80,96,train,commu04160
4160,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7']]",mid_high,8,90,cinematic,main_melody,string_ensemble,standard,4/4,85,104,train,commu04161
4161,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'B', 'B', 'B', 'Em', 'Em', 'Em', 'A', 'A', 'A', 'Dm', 'Dm', 'Dm', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4']]",mid_high,8,65,cinematic,main_melody,string_ensemble,standard,6/8,81,82,train,commu04162
4162,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7']]",mid,8,90,cinematic,main_melody,string_ensemble,standard,4/4,85,102,train,commu04163
4163,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,80,cinematic,riff,acoustic_piano,standard,4/4,27,36,train,commu04164
4164,aminor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']]",mid_high,8,90,cinematic,main_melody,string_ensemble,triplet,4/4,87,106,train,commu04165
4165,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm']]",low,8,90,cinematic,sub_melody,string_cello-2,standard,4/4,87,101,train,commu04166
4166,cmajor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'E7', 'E7', 'E7', 'Am7', 'Am7', 'Am7', 'D7', 'D7', 'D7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7']]",mid_low,8,65,cinematic,sub_melody,string_cello,standard,6/8,71,89,train,commu04167
4167,aminor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']]",mid_low,8,90,cinematic,sub_melody,string_cello,standard,4/4,81,82,train,commu04168
4168,cmajor,"[['Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G', 'G', 'G', 'E7', 'E7', 'E7']]",mid_low,8,65,cinematic,sub_melody,harp,standard,6/8,65,84,train,commu04169
4169,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid_high,8,80,cinematic,main_melody,acoustic_piano,standard,4/4,44,58,train,commu04170
4170,aminor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']]",mid,8,90,cinematic,accompaniment,string_ensemble,standard,4/4,81,116,train,commu04171
4171,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,80,cinematic,riff,celesta,standard,4/4,45,46,train,commu04172
4172,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid,8,80,cinematic,accompaniment,harp,standard,4/4,37,50,train,commu04173
4173,cmajor,"[['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_low,4,45,newage,accompaniment,acoustic_piano,standard,4/4,23,24,train,commu04174
4174,cmajor,"[['Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G', 'G', 'G', 'E7', 'E7', 'E7']]",mid_high,9,65,cinematic,main_melody,string_ensemble,standard,6/8,90,104,train,commu04175
4175,cmajor,"[['C', 'C', 'C', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'C', 'C', 'C', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4', 'C', 'C', 'C', 'G', 'G', 'G', 'C7', 'C7', 'C7', 'F', 'F', 'F', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'F#m7b5', 'G', 'C', 'C', 'C', 'C']]",mid,8,65,cinematic,riff,string_ensemble,standard,6/8,79,99,train,commu04176
4176,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,125,cinematic,sub_melody,celesta,standard,4/4,59,74,train,commu04177
4177,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid,4,125,cinematic,accompaniment,string_ensemble,standard,4/4,71,74,train,commu04178
4178,aminor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']]",mid,8,90,cinematic,accompaniment,string_ensemble,triplet,4/4,65,118,train,commu04179
4179,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]",mid_high,8,120,cinematic,main_melody,string_ensemble,standard,4/4,81,82,train,commu04180
4180,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'B', 'B', 'B', 'Em', 'Em', 'Em', 'A', 'A', 'A', 'Dm', 'Dm', 'Dm', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4']]",mid,8,65,cinematic,accompaniment,harp,standard,6/8,33,52,train,commu04181
4181,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7']]",mid_high,8,90,cinematic,main_melody,string_ensemble,standard,4/4,89,104,train,commu04182
4182,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Adim', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7']]",mid,8,90,cinematic,accompaniment,string_ensemble,triplet,4/4,67,126,train,commu04183
4183,aminor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']]",mid_high,8,90,cinematic,main_melody,string_ensemble,standard,4/4,97,112,train,commu04184
4184,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid,8,80,cinematic,pad,brass_ensemble,standard,4/4,35,36,train,commu04185
4185,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]",mid_low,8,120,cinematic,pad,trombone,standard,4/4,77,82,train,commu04186
4186,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'A#m', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7', 'C#maj7']]",mid_low,8,90,cinematic,accompaniment,string_ensemble,triplet,4/4,71,124,train,commu04187
4187,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid,8,45,newage,pad,synth_pad,standard,4/4,77,78,train,commu04188
